Title,Origin,Page,Link,Open Link,Composers,Tags,AI_Guessed_Key,Reference,Key,Genre,Key_Match,Predicted Key
Put Your Hand In the Hand-D,Dr. Uke 3900,,https://doctoruke.com/putyourhandinthehand.pdf,Open Song,,Ukulele,D,Dr. Uke,D,Pop/Rock,Match,
Put Your Head On My Shoulder/You Are My Destiny medley-D,Dr. Uke 3900,,https://doctoruke.com/putyourhead-youaremydestinymed.pdf,Open Song,,Ukulele,,Dr. Uke,D,Pop/Rock,,
Put Your Head On My Shoulder,Dr. Uke 3900,,https://doctoruke.com/putyourheadonmyshoulder.pdf,Open Song,,Ukulele,Eb,Dr. Uke,,Pop/Rock,,
Quand On N'a Que L'Amour (If We Only Have Love-in French),Dr. Uke 3900,,https://doctoruke.com/quandonnaquelamour.pdf,Open Song,,Ukulele,A,Dr. Uke,,Pop/Rock,,
"Quando, Quando, Quando",Dr. Uke 3900,,https://doctoruke.com/quandoquandoquando.pdf,Open Song,,Ukulele,Eb,Dr. Uke,,Pop/Rock,,
"Quando, Quando, Quando-with key change-C",Dr. Uke 3900,,https://doctoruke.com/quandoquandoquandokc.pdf,Open Song,,Ukulele,Eb,Dr. Uke,C,Jazz / Pop Standard,Mismatch,
"Que Sera', Sera'",Sun City Uke Book 1,,"https://scukes.org/songs1/Que%20Sera',%20Sera'.pdf",Open Song,,Ukulele,G,Sun City Uke Club,,Pop/Rock,,
"Que Sera', Sera' - G",Sun City Uke,,"https://scukes.org/songs/Que%20Sera',%20Sera'%20-%20G.pdf",Open Song,,Ukulele,G,Sun City Uke Club,G,Pop/Rock,Match,
Queen Of Hearts,Sun City Uke,,https://scukes.org/songs/Queen%20Of%20Hearts.pdf,Open Song,,Ukulele,D,Sun City Uke Club,,Pop/Rock,,
Queen of Hearts 839 Ragtime Cowboy Joe,Ukejams 2026 Songbook,840,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,,Ukejams 2026 Songbook,,Pop/Rock,,
Queen of the Hop,Dr. Uke 3900,,https://doctoruke.com/queenofthehop.pdf,Open Song,,Ukulele,C,Dr. Uke,,Pop/Rock,,
Que Sera Sera-A,Dr. Uke 3900,,https://doctoruke.com/queserasera.pdf,Open Song,,Ukulele,A,Dr. Uke,A,Pop/Rock,Match,
Quiet Nights of Quiet Stars,Dr. Uke 3900,,https://doctoruke.com/quietnightsofquietstars.pdf,Open Song,,Ukulele,,Dr. Uke,,Pop/Rock,,
Quiet Nights of Quiet Stars-Bb,Dr. Uke 3900,,https://doctoruke.com/quietnightsofquietstarsbb.pdf,Open Song,,Ukulele,,Dr. Uke,Bb,Pop/Rock,,
Raffi Radio-C,Dr. Uke 3900,,https://doctoruke.com/raffiradioc.pdf,Open Song,,Ukulele,Am,Dr. Uke,C,Pop/Rock,Mismatch,
Raffi Radio-F,Dr. Uke 3900,,https://doctoruke.com/raffiradiof.pdf,Open Song,,Ukulele,Dm,Dr. Uke,F,Pop/Rock,Mismatch,
Rag Doll - G,Sun City Uke,,https://scukes.org/songs/Rag%20Doll%20-%20G.pdf,Open Song,,Ukulele,G,Sun City Uke Club,G,Pop/Rock,Match,
Rag Doll,Dr. Uke 3900,,https://doctoruke.com/ragdoll.pdf,Open Song,,Ukulele,C,Dr. Uke,,Pop/Rock,,
Rags To Riches,Dr. Uke 3900,,https://doctoruke.com/ragstoriches.pdf,Open Song,,Ukulele,C,Dr. Uke,,Pop/Rock,,
Ragtime Cowboy Joe,Sun City Uke,,https://scukes.org/songs/Ragtime%20Cowboy%20Joe.pdf,Open Song,,Ukulele,,Sun City Uke Club,,Pop/Rock,,
Ragtime Cowboy Joe - C,Sun City Uke,,https://scukes.org/songs/Ragtime%20Cowboy%20Joe%20-%20C.pdf,Open Song,,Ukulele,C,Sun City Uke Club,C,Pop/Rock,Match,
Ragtime Cowboy Joe,Dr. Uke 3900,,https://doctoruke.com/ragtimecowboyjoe.pdf,Open Song,,Ukulele,,Dr. Uke,,Pop/Rock,,
(Listen to the Falling) Rain,Dr. Uke 3900,,https://doctoruke.com/rain.pdf,Open Song,,Ukulele,Dm,Dr. Uke,,Pop/Rock,,
Rain - C,Sun City Uke Book 4,,https://scukes.org/songs4/Rain%20-%20C.pdf,Open Song,,Ukulele,,Sun City Uke Club,C,Pop/Rock,,
Rain on the Roof,Ukejams 2026 Songbook,842,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,,Ukejams 2026 Songbook,,Pop/Rock,,
Rainbow Connection - C,Sun City Uke,,https://scukes.org/songs/Rainbow%20Connection%20-%20C.pdf,Open Song,,Ukulele,,Sun City Uke Club,C,Pop/Rock,,
"Rainbow Connection, The",Sun City Uke Book 1,,"https://scukes.org/songs1/Rainbow%20Connection,%20The.pdf",Open Song,,Ukulele,A,Sun City Uke Club,,Pop/Rock,,
The Rainbow Connection,Dr. Uke 3900,,https://doctoruke.com/rainbowconnection.pdf,Open Song,,Ukulele,,Dr. Uke,,Pop/Rock,,
The Rainbow Connection-F,Dr. Uke 3900,,https://doctoruke.com/rainbowconnectionf.pdf,Open Song,,Ukulele,,Dr. Uke,F,Pop/Rock,,
Raindrops,Dr. Uke 3900,,https://doctoruke.com/raindrops.pdf,Open Song,,Ukulele,D,Dr. Uke,,Pop/Rock,,
Raindrops Keep Fallin' on My Head,Ukejams 2026 Songbook,841,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,,Ukejams 2026 Songbook,,Pop/Rock,,
Raindrops Keep Fallin' On My Head - C,Sun City Uke,,https://scukes.org/songs/Raindrops%20Keep%20Fallin'%20On%20My%20Head%20-%20C.pdf,Open Song,,Ukulele,C,Sun City Uke Club,C,Pop/Rock,Match,
Raindrops Keep Fallin' On My Head - G,Sun City Uke,,https://scukes.org/songs/Raindrops%20Keep%20Fallin'%20On%20My%20Head%20-%20G.pdf,Open Song,,Ukulele,A,Sun City Uke Club,G,Pop/Rock,Mismatch,
Raindrops Keep Falling on My Head,Sun City Uke Book 2,,https://scukes.org/songs2/Raindrops%20Keep%20Falling%20on%20My%20Head.pdf,Open Song,,Ukulele,A,Sun City Uke Club,,Pop/Rock,,
Raindrops Keep Fallin' On My Head,Dr. Uke 3900,,https://doctoruke.com/raindropskeepfallin.pdf,Open Song,,Ukulele,,Dr. Uke,,Pop/Rock,,
Raining In My Heart - G,Sun City Uke,,https://scukes.org/songs/Raining%20In%20My%20Heart%20-%20G.pdf,Open Song,,Ukulele,G,Sun City Uke Club,G,Pop/Rock,Match,
Raining In My Heart,Dr. Uke 3900,,https://doctoruke.com/raininginmyheart.pdf,Open Song,,Ukulele,G,Dr. Uke,,Pop/Rock,,
Raining In My Heart-D,Dr. Uke 3900,,https://doctoruke.com/raininginmyheartd.pdf,Open Song,,Ukulele,D,Dr. Uke,D,Pop/Rock,Match,
Rainmaker,Dr. Uke 3900,,https://doctoruke.com/rainmaker.pdf,Open Song,,Ukulele,F,Dr. Uke,,Pop/Rock,,
(You and Me and) Rain On the Roof-F,Dr. Uke 3900,,https://doctoruke.com/rainontheroof.pdf,Open Song,,Ukulele,A,Dr. Uke,F,Pop/Rock,Mismatch,
Rainy Day People,Ukejams 2026 Songbook,843,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,C,Ukejams 2026 Songbook,,Pop/Rock,,
Rainy Day People - C,Sun City Uke,,https://scukes.org/songs/Rainy%20Day%20People%20-%20C.pdf,Open Song,,Ukulele,C,Sun City Uke Club,C,Pop/Rock,Match,
Rainy Day Woman - C,Sun City Uke Book 4,,https://scukes.org/songs4/Rainy%20Day%20Woman%20-%20C.pdf,Open Song,,Ukulele,,Sun City Uke Club,C,Pop/Rock,,
Rainy Days and Mondays,Ukejams 2026 Songbook,844,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,A,Ukejams 2026 Songbook,,Pop/Rock,,
Rainy Day People,Dr. Uke 3900,,https://doctoruke.com/rainydaypeople.pdf,Open Song,,Ukulele,C,Dr. Uke,,Pop/Rock,,
Rainy Days and Mondays,Dr. Uke 3900,,https://doctoruke.com/rainydaysandmondays.pdf,Open Song,,Ukulele,A,Dr. Uke,,Pop/Rock,,
Rainy Night In Georgia-A,Dr. Uke 3900,,https://doctoruke.com/rainynightingeorgia.pdf,Open Song,,Ukulele,D,Dr. Uke,A,Pop/Rock,Mismatch,
Rake and Ramblin' Boy,Dr. Uke 3900,,https://doctoruke.com/rakeandramblinboy.pdf,Open Song,,Ukulele,C,Dr. Uke,,Pop/Rock,,
Ramblin' Man,Sun City Uke,,https://scukes.org/songs/Ramblin'%20Man.pdf,Open Song,,Ukulele,,Sun City Uke Club,,Pop/Rock,,
Ramblin' Man,Sun City Uke Book 3,,https://scukes.org/songs3/Ramblin'%20Man.pdf,Open Song,,Ukulele,,Sun City Uke Club,,Pop/Rock,,
Ramblin' Man,Ukejams 2026 Songbook,845,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,,Ukejams 2026 Songbook,,Pop/Rock,,
Ramblin' Man - C,Sun City Uke,,https://scukes.org/songs/Ramblin'%20Man%20-%20C.pdf,Open Song,,Ukulele,,Sun City Uke Club,C,Pop/Rock,,
Ramblin' Rose,Sun City Uke Book 2,,https://scukes.org/songs2/Ramblin'%20Rose.pdf,Open Song,,Ukulele,G,Sun City Uke Club,,Pop/Rock,,
Ramblin' Rose - A,Sun City Uke,,https://scukes.org/songs/Ramblin'%20Rose%20-%20A.pdf,Open Song,,Ukulele,A,Sun City Uke Club,A,Pop/Rock,Match,
Ramblin' Rose - F,Sun City Uke,,https://scukes.org/songs/Ramblin'%20Rose%20-%20F.pdf,Open Song,,Ukulele,G,Sun City Uke Club,F,Pop/Rock,Mismatch,
Ramblin' Man,Dr. Uke 3900,,https://doctoruke.com/ramblinman.pdf,Open Song,,Ukulele,,Dr. Uke,,Pop/Rock,,
Ramblin' Rose,Dr. Uke 3900,,https://doctoruke.com/ramblinrose.pdf,Open Song,,Ukulele,G,Dr. Uke,,Pop/Rock,,
Ramona-A,Dr. Uke 3900,,https://doctoruke.com/ramona.pdf,Open Song,,Ukulele,C,Dr. Uke,A,Pop/Rock,Mismatch,
Rapid Roy,Ukejams 2026 Songbook,846,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,,Ukejams 2026 Songbook,,Pop/Rock,,
Rawhide,Sun City Uke,,https://scukes.org/songs/Rawhide.pdf,Open Song,,Ukulele,E,Sun City Uke Club,,Pop/Rock,,
Rawhide,Sun City Uke Book 1,,https://scukes.org/songs1/Rawhide.pdf,Open Song,,Ukulele,E,Sun City Uke Club,,Pop/Rock,,
Rawhide - Am,Sun City Uke,,https://scukes.org/songs/Rawhide%20-%20Am.pdf,Open Song,,Ukulele,E,Sun City Uke Club,Am,Pop/Rock,Mismatch,
Reach Out,Ukejams 2026 Songbook,847,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,,Ukejams 2026 Songbook,,Pop/Rock,,
Reaching For Someone and Not Finding Anyone There,Dr. Uke 3900,,https://doctoruke.com/reachingforsomeone.pdf,Open Song,,Ukulele,D,Dr. Uke,,Pop/Rock,,
Reach Out and Touch,Dr. Uke 3900,,https://doctoruke.com/reachoutandtouch.pdf,Open Song,,Ukulele,G,Dr. Uke,,Pop/Rock,,
Reach Out I'll Be There,Dr. Uke 3900,,https://doctoruke.com/reachoutillbethere.pdf,Open Song,,Ukulele,A,Dr. Uke,,Pop/Rock,,
Read Me a Story,Doctor Uke,,https://www.doctoruke.com/readmeastory.pdf,Open Song,,Ukulele,Bb,Dr. Uke,,Pop/Rock,,
Read Me a Story,Dr. Uke 3900,,https://doctoruke.com/readmeastory.pdf,Open Song,,Ukulele,Bb,Dr. Uke,,Pop/Rock,,
Read Me a Story,Dr. Uke 3900,,https://doctoruke.com/readmeastory.pdf,Open Song,,Ukulele,Bb,Dr. Uke,,Pop/Rock,,
Read Me a Story Bar,Dr. Uke 3900,,https://doctoruke.com/readmeastorybar.pdf,Open Song,,Ukulele,Bb,Dr. Uke,,Pop/Rock,,
Ready Teddy,Sun City Uke,,https://scukes.org/songs/Ready%20Teddy.pdf,Open Song,,Ukulele,,Sun City Uke Club,,Pop/Rock,,
Ready To Take a Chance Again,Dr. Uke 3900,,https://doctoruke.com/readytotakeachance.pdf,Open Song,,Ukulele,Fm,Dr. Uke,,Pop/Rock,,
Real Live Girl,Dr. Uke 3900,,https://doctoruke.com/reallivegirl.pdf,Open Song,,Ukulele,A,Dr. Uke,,Pop/Rock,,
Reason to Believe - G,Sun City Uke Book 4,,https://scukes.org/songs4/Reason%20to%20Believe%20-%20G.pdf,Open Song,,Ukulele,,Sun City Uke Club,G,Pop/Rock,,
"Reason, The",Ukejams 2026 Songbook,848,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,,Ukejams 2026 Songbook,,Pop/Rock,,
Reason To Believe,Dr. Uke 3900,,https://doctoruke.com/reasontobelieve.pdf,Open Song,,Ukulele,,Dr. Uke,,Pop/Rock,,
(Der) Rebe Elimeylekh,Dr. Uke 3900,,https://doctoruke.com/rebeelimeylekh.pdf,Open Song,,Ukulele,Dm,Dr. Uke,D,Pop/Rock,Mismatch,
Red Is The Rose,Sun City Uke,,https://scukes.org/songs/Red%20Is%20The%20Rose.pdf,Open Song,,Ukulele,C,Sun City Uke Club,,Pop/Rock,,
Red River Valley,Sun City Uke,,https://scukes.org/songs/Red%20River%20Valley.pdf,Open Song,,Ukulele,C,Sun City Uke Club,,Pop/Rock,,
Red Rose Rag,Ukejams 2026 Songbook,849,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,,Ukejams 2026 Songbook,,Pop/Rock,,
Red Roses For A Blue Lady,Sun City Uke,,https://scukes.org/songs/Red%20Roses%20For%20A%20Blue%20Lady.pdf,Open Song,,Ukulele,G,Sun City Uke Club,,Pop/Rock,,
Red Roses for a Blue Lady,Sun City Uke Book 2,,https://scukes.org/songs2/Red%20Roses%20for%20a%20Blue%20Lady.pdf,Open Song,,Ukulele,C,Sun City Uke Club,,Pop/Rock,,
Red Roses For A Blue Lady Mod245,Sun City Uke,,https://scukes.org/songs/Red%20Roses%20For%20A%20Blue%20Lady%20Mod245.pdf,Open Song,,Ukulele,C,Sun City Uke Club,,Pop/Rock,,
Red Rubber Ball - C,Sun City Uke,,https://scukes.org/songs/Red%20Rubber%20Ball%20-%20C.pdf,Open Song,,Ukulele,C,Sun City Uke Club,C,Pop/Rock,Match,
Red Rubber Ball - G,Sun City Uke,,https://scukes.org/songs/Red%20Rubber%20Ball%20-%20G.pdf,Open Song,,Ukulele,B,Sun City Uke Club,G,Pop/Rock,Mismatch,
Red Sails in the Sunset,Sun City Uke Book 2,,https://scukes.org/songs2/Red%20Sails%20in%20the%20Sunset.pdf,Open Song,,Ukulele,G,Sun City Uke Club,,Pop/Rock,,
Red Sails In The Sunset - C,Sun City Uke,,https://scukes.org/songs/Red%20Sails%20In%20The%20Sunset%20-%20C.pdf,Open Song,,Ukulele,G,Sun City Uke Club,C,Pop/Rock,Mismatch,
Red Wing - C,Sun City Uke,,https://scukes.org/songs/Red%20Wing%20-%20C.pdf,Open Song,,Ukulele,C,Sun City Uke Club,C,Pop/Rock,Match,
Red Wing - G,Sun City Uke,,https://scukes.org/songs/Red%20Wing%20-%20G.pdf,Open Song,,Ukulele,G,Sun City Uke Club,G,Pop/Rock,Match,
Redemption Song,Sun City Uke Book 1,,https://scukes.org/songs1/Redemption%20Song.pdf,Open Song,,Ukulele,G,Sun City Uke Club,,Pop/Rock,,
Red River Valley,Dr. Uke 3900,,https://doctoruke.com/redrivervalley.pdf,Open Song,,Ukulele,C,Dr. Uke,,Pop/Rock,,
Red Roses For a Blue Lady,Dr. Uke 3900,,https://doctoruke.com/redrosesfor.pdf,Open Song,,Ukulele,,Dr. Uke,,Pop/Rock,,
Red Roses For a Blue Lady-G,Dr. Uke 3900,,https://doctoruke.com/redrosesforg.pdf,Open Song,,Ukulele,,Dr. Uke,G,Pop/Rock,,
Red Rubber Ball,Dr. Uke 3900,,https://doctoruke.com/redrubberball.pdf,Open Song,,Ukulele,Gb,Dr. Uke,,Pop/Rock,,
Red Rubber Ball-no key change,Dr. Uke 3900,,https://doctoruke.com/redrubberballnkc.pdf,Open Song,,Ukulele,,Dr. Uke,,Pop/Rock,,
Red Sails In The Sunset,Dr. Uke 3900,,https://doctoruke.com/redsailsinthesunset.pdf,Open Song,,Ukulele,F,Dr. Uke,,Pop/Rock,,
Reelin' In the Years,Dr. Uke 3900,,https://doctoruke.com/reelinintheyears.pdf,Open Song,,Ukulele,F#m,Dr. Uke,,Pop/Rock,,
Reindeer On The Roof - G,Sun City Uke,,https://scukes.org/songs/Reindeer%20On%20The%20Roof%20-%20G.pdf,Open Song,,Ukulele,G,Sun City Uke Club,G,Pop/Rock,Match,
Release Me,Sun City Uke,,https://scukes.org/songs/Release%20Me.pdf,Open Song,,Ukulele,G,Sun City Uke Club,,Pop/Rock,,
Release Me,Dr. Uke 3900,,https://doctoruke.com/releaseme.pdf,Open Song,,Ukulele,G,Dr. Uke,,Pop/Rock,,
"Remedy, The",Ukejams 2026 Songbook,850,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,,Ukejams 2026 Songbook,,Pop/Rock,,
Remember,Dr. Uke 3900,,https://doctoruke.com/remember.pdf,Open Song,,Ukulele,D,Dr. Uke,,Pop/Rock,,
Remember the Music Workshop,Sun City Uke,,https://scukes.org/songs/Remember%20the%20Music%20Workshop.pdf,Open Song,,Ukulele,,Sun City Uke Club,,Pop/Rock,,
Remember When The Music,Sun City Uke,,https://scukes.org/songs/Remember%20When%20The%20Music.pdf,Open Song,,Ukulele,G,Sun City Uke Club,,Pop/Rock,,
Remember Me?,Dr. Uke 3900,,https://doctoruke.com/rememberme.pdf,Open Song,,Ukulele,Ab,Dr. Uke,,Pop/Rock,,
Remember Me,Dr. Uke 3900,,https://doctoruke.com/remembermern.pdf,Open Song,,Ukulele,D,Dr. Uke,,Pop/Rock,,
Remember (Christmas),Dr. Uke 3900,,https://doctoruke.com/remembernilsson.pdf,Open Song,,Ukulele,F#,Dr. Uke,C,Pop/Rock,Mismatch,
Remember When,Dr. Uke 3900,,https://doctoruke.com/rememberwhen.pdf,Open Song,,Ukulele,G,Dr. Uke,,Pop/Rock,,
Remember When,Dr. Uke 3900,,https://doctoruke.com/rememberwhenaj.pdf,Open Song,,Ukulele,G,Dr. Uke,,Pop/Rock,,
Reminiscing-G,Dr. Uke 3900,,https://doctoruke.com/reminiscing.pdf,Open Song,,Ukulele,G,Dr. Uke,G,Pop/Rock,Match,
Renegades,Ukejams 2026 Songbook,851,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,,Ukejams 2026 Songbook,,Pop/Rock,,
Reno And Me,Sun City Uke,,https://scukes.org/songs/Reno%20And%20Me.pdf,Open Song,,Ukulele,A,Sun City Uke Club,,Pop/Rock,,
Respect,Sun City Uke Book 3,,https://scukes.org/songs3/Respect.pdf,Open Song,,Ukulele,,Sun City Uke Club,,Pop/Rock,,
Respect - D,Sun City Uke,,https://scukes.org/songs/Respect%20-%20D.pdf,Open Song,,Ukulele,G,Sun City Uke Club,D,Pop/Rock,Mismatch,
Return To Sender,Sun City Uke,,https://scukes.org/songs/Return%20To%20Sender.pdf,Open Song,,Ukulele,G,Sun City Uke Club,,Pop/Rock,,
Return to Sender,Sun City Uke Book 1,,https://scukes.org/songs1/Return%20to%20Sender.pdf,Open Song,,Ukulele,G,Sun City Uke Club,,Pop/Rock,,
Return to Sender,Ukejams 2026 Songbook,852,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,G,Ukejams 2026 Songbook,,Pop/Rock,,
Return To Sender - C,Sun City Uke,,https://scukes.org/songs/Return%20To%20Sender%20-%20C.pdf,Open Song,,Ukulele,,Sun City Uke Club,C,Pop/Rock,,
Return To Sender - F,Sun City Uke,,https://scukes.org/songs/Return%20To%20Sender%20-%20F.pdf,Open Song,,Ukulele,,Sun City Uke Club,F,Pop/Rock,,
Return To Me,Dr. Uke 3900,,https://doctoruke.com/returntome.pdf,Open Song,,Ukulele,C,Dr. Uke,,Pop/Rock,,
Return To Sender,Dr. Uke 3900,,https://doctoruke.com/returntosender.pdf,Open Song,,Ukulele,G,Dr. Uke,,Pop/Rock,,
(Sinking of the) Reuben James,Dr. Uke 3900,,https://doctoruke.com/reubenjames.pdf,Open Song,,Ukulele,,Dr. Uke,,Pop/Rock,,
Revolution,Ukejams 2026 Songbook,853,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,,Ukejams 2026 Songbook,,Pop/Rock,,
Revolution - G,Sun City Uke Book 4,,https://scukes.org/songs4/Revolution%20-%20G.pdf,Open Song,,Ukulele,,Sun City Uke Club,G,Pop/Rock,,
Rhiannon,Dr. Uke 3900,,https://doctoruke.com/rhiannon.pdf,Open Song,,Ukulele,Am,Dr. Uke,,Pop/Rock,,
Rhinestone Cowbow,Ukejams 2026 Songbook,854,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,,Ukejams 2026 Songbook,,Pop/Rock,,
Rhinestone Cowboy,Sun City Uke Book 3,,https://scukes.org/songs3/Rhinestone%20Cowboy.pdf,Open Song,,Ukulele,,Sun City Uke Club,,Pop/Rock,,
Rhinestone Cowboy - C,Sun City Uke,,https://scukes.org/songs/Rhinestone%20Cowboy%20-%20C.pdf,Open Song,,Ukulele,G,Sun City Uke Club,C,Pop/Rock,Mismatch,
Rhinestone Cowboy,Dr. Uke 3900,,https://doctoruke.com/rhinestonecowboy.pdf,Open Song,,Ukulele,,Dr. Uke,,Pop/Rock,,
Rhode Island Is Famous For You-D,Dr. Uke 3900,,https://doctoruke.com/rhodeisland.pdf,Open Song,,Ukulele,G,Dr. Uke,D,Pop/Rock,Mismatch,
Rhythm of Love,Ukejams 2026 Songbook,855,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,,Ukejams 2026 Songbook,,Pop/Rock,,
Rhythm of the Falling Rain,Sun City Uke Book 1,,https://scukes.org/songs1/Rhythm%20of%20the%20Falling%20Rain.pdf,Open Song,,Ukulele,F,Sun City Uke Club,,Pop/Rock,,
Rhythm Of The Falling Rain - D,Sun City Uke,,https://scukes.org/songs/Rhythm%20Of%20The%20Falling%20Rain%20-%20D.pdf,Open Song,,Ukulele,E,Sun City Uke Club,D,Pop/Rock,Mismatch,
Rhythm Of The Falling Rain - F,Sun City Uke,,https://scukes.org/songs/Rhythm%20Of%20The%20Falling%20Rain%20-%20F.pdf,Open Song,,Ukulele,F,Sun City Uke Club,F,Pop/Rock,Match,
Rhythm Of The Falling Rain - G,Sun City Uke,,https://scukes.org/songs/Rhythm%20Of%20The%20Falling%20Rain%20-%20G.pdf,Open Song,,Ukulele,G,Sun City Uke Club,G,Pop/Rock,Match,
Rhythm of the Rain,Ukejams 2026 Songbook,856,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,,Ukejams 2026 Songbook,,Pop/Rock,,
Rhythm of the Rain - C,Sun City Uke Book 4,,https://scukes.org/songs4/Rhythm%20of%20the%20Rain%20-%20C.pdf,Open Song,,Ukulele,,Sun City Uke Club,C,Pop/Rock,,
Rhythm of the Rain,Dr. Uke 3900,,https://doctoruke.com/rhythmoftherain.pdf,Open Song,,Ukulele,,Dr. Uke,,Pop/Rock,,
Ribbon of Darkness,Ukejams 2026 Songbook,857,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,,Ukejams 2026 Songbook,,Pop/Rock,,
Rich Girl,Ukejams 2026 Songbook,858,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,,Ukejams 2026 Songbook,,Pop/Rock,,
Rich Girl (G),Ukejams 2026 Songbook,859,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,,Ukejams 2026 Songbook,G,Pop/Rock,,
Rich Girl-A,Dr. Uke 3900,,https://doctoruke.com/richgirla.pdf,Open Song,,Ukulele,A,Dr. Uke,A,Pop/Rock,Match,
Rich Girl-G,Dr. Uke 3900,,https://doctoruke.com/richgirlg.pdf,Open Song,,Ukulele,G,Dr. Uke,G,Pop/Rock,Match,
Ride Captain Ride,Ukejams 2026 Songbook,860,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,,Ukejams 2026 Songbook,,Pop/Rock,,
Ride Like the Wind-D,Dr. Uke 3900,,https://doctoruke.com/ridelikethewind.pdf,Open Song,,Ukulele,Dm,Dr. Uke,D,Pop/Rock,Mismatch,
(Ghost) Riders In the Sky,Dr. Uke 3900,,https://doctoruke.com/ridersinthesky.pdf,Open Song,,Ukulele,F,Dr. Uke,G,Pop/Rock,Mismatch,
Ridin' Down The Canyon - C,Sun City Uke,,https://scukes.org/songs/Ridin'%20Down%20The%20Canyon%20-%20C.pdf,Open Song,,Ukulele,,Sun City Uke Club,C,Pop/Rock,,
Ridin' Down The Canyon - G,Sun City Uke,,https://scukes.org/songs/Ridin'%20Down%20The%20Canyon%20-%20G.pdf,Open Song,,Ukulele,G,Sun City Uke Club,G,Pop/Rock,Match,
Right Back Where We Started From,Ukejams 2026 Songbook,861,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,,Ukejams 2026 Songbook,,Pop/Rock,,
Right Here Waiting-G,Dr. Uke 3900,,https://doctoruke.com/rightherewaiting.pdf,Open Song,,Ukulele,D,Dr. Uke,G,Pop/Rock,Mismatch,
It's the Right Time of the Night,Dr. Uke 3900,,https://doctoruke.com/righttimeofthenight.pdf,Open Song,,Ukulele,A,Dr. Uke,,Pop/Rock,,
Rikki Don't Lose That Number,Dr. Uke 3900,,https://doctoruke.com/rikkidont.pdf,Open Song,,Ukulele,A,Dr. Uke,,Pop/Rock,,
Ring of Fire,Sun City Uke Book 1,,https://scukes.org/songs1/Ring%20of%20Fire.pdf,Open Song,,Ukulele,G,Sun City Uke Club,,Pop/Rock,,
Ring Of Fire - G,Sun City Uke,,https://scukes.org/songs/Ring%20Of%20Fire%20-%20G.pdf,Open Song,,Ukulele,G,Sun City Uke Club,G,Pop/Rock,Match,
Ring of Fire,Dr. Uke 3900,,https://doctoruke.com/ringoffire.pdf,Open Song,,Ukulele,G,Dr. Uke,,Pop/Rock,,
